DN_HistogramMode_5,DN_HistogramMode_10,SB_BinaryStats_mean_longstretch1,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,IN_AutoMutualInfoStats_40_gaussian_fmmi,MD_hrv_classic_pnn40,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,FC_LocalSimple_mean1_tauresrat,CO_Embed2_Dist_tau_d_expfit_meandiff,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_area_5_1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,CO_trev_1_num,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff
-0.26378180265734114,-0.11824673456600654,-0.1633866171042819,1.469572439685643,-0.05707607751738487,0.25130145151104544,0.019820981191255572,0.5488686152372232,-0.38325849231737846,-0.9812466404450335,-0.04559424325438393,0.12437750786232248,1.0168532312361973,-0.9757734064236048,0.49707223153472857,-1.1687810988482137,-0.36512511313816315,0.21173387092981463,-0.46042912786955703,-1.1385100761505247,0.37411612190734406,-0.8453293472137842
-0.9384268340477813,-0.8513223934054852,0.5058032508228303,0.8378690299045481,-0.8109338215656823,0.07145785548691942,0.8658384710619191,0.5209653859045323,-0.38325849231737846,-0.8424164707331121,-0.07813594783299095,1.484525870542692,1.0168532312361973,-0.1150365017350208,0.49707223153472857,-1.0575704520757045,-0.3846290449489092,1.939250455615268,-1.4749339858872268,0.734532297090004,0.10405549972195725,1.6907067709416568
-0.10956621922682974,-0.011062906831663048,-0.4414914972817831,-0.8170622988448828,0.5037940840545484,-0.438098999914771,0.2615402640114452,0.4782163948937504,-0.3275442181034842,-0.5285754722513384,-0.10692049555853322,-0.23735977203288264,0.8168952020208988,-0.8706452348585869,0.49707223153472857,-1.1034086784948334,-0.08958152784376378,0.12435324158335156,0.7101534006123696,0.5097672123011406,-0.3603344590624362,-0.8453293472137842
0.46908878554850447,0.45854034774466984,-0.5283992723372521,1.4399613423521542,0.196220124482843,-0.4680729325854587,-0.32078346278264797,0.4916819475762185,-0.31361564955001064,-0.6108372597758902,-0.08627308103774811,-0.6621969192313351,0.2836737907801033,-1.0677605565429955,-0.583519576149464,-1.029185756666075,0.14217412335346363,-0.2126155436271446,-2.021205832512126,-0.5391365167135554,0.03477178622584144,-0.8453293472137842
0.6708171889104901,0.6088315339967337,-0.5892347148760806,1.3149367091663127,0.23843615814954766,-0.5879686632682094,-0.47460482457731407,0.43733662830701603,-0.27182994388959,-0.37823008772999117,-0.07710470512866185,-0.9048360153124843,-0.18289494405559287,-1.0677605565429955,1.5776640392189212,-1.0935460299762556,0.315096993531479,-0.5872669314159518,-0.6165067983338142,-0.16452804206544971,0.1502231399052769,-0.8453293472137842
-0.065112955260248,0.07582641763410759,-0.7891225975036595,-0.2709020591383112,0.35302253524488886,-1.0076037206578368,-0.7712603080384559,-3.2061179041423165,3.279955037246168,2.8293688874585414,0.04436313065449983,-1.464506684081655,-1.5159484721575818,-0.6012542952232286,-1.6641113838336568,0.023000802836757962,3.835312565012507,-1.0559024026196606,0.7101534006123696,-1.1385100761505247,0.739104057254878,-0.6770615479048924
-0.065112955260248,0.07582641763410759,-0.7978133750092065,-0.4715994966208466,0.37714598305443436,-1.0076037206578368,-0.7602730679102654,-3.2118137690432533,3.36352644856701,2.8829277946563954,-0.0771047071229325,-1.4639980777246622,-1.382643119347383,-0.5815427630547877,-1.6641113838336568,-0.003861360514901653,3.835312565012507,-1.0325086587508963,0.476036894915984,-1.2134317710801457,0.7536790278212696,-0.689080676426956
0.048633155357033865,0.16819973906336477,-0.7978133750092065,-0.5571426666953698,0.3952385689115935,-1.0076037206578368,-0.7822475481666463,-3.284157409152948,3.321740742906589,2.815038191678774,-0.07710470712293263,-1.471002937140489,-1.5826011485626814,-0.6735299131741783,-1.6641113838336568,-0.1768284431728541,3.835312565012507,-1.1350740419889678,0.7101534006123696,-1.0635883812209037,0.9083617799613594,-0.6530232908607649
-0.10886763650746376,0.03955135881058253,-0.7978133750092065,-0.478179740472733,0.38317684500682075,-1.0076037206578368,-0.6943496271411228,-3.1519039519656844,3.321740742906589,2.893179756562274,-0.07710470712293252,-1.4608411670929142,-0.9827270609167863,-0.542119698717906,-1.6641113838336568,0.03696295266516461,3.835312565012507,-0.991941327593851,0.6321145653802411,-1.1385100761505247,0.7295665189118935,-0.7010998049490197
-0.0344155352830616,0.10102715146680129,-0.7978133750092065,-0.30709340032368637,0.35302253524488886,-1.0076037206578368,-0.7712603080384559,-3.2266745161413652,3.3356693114600624,2.8721683312624604,-0.07710470712293252,-1.4659887137242746,-1.5159484721575818,-0.6078248059460422,-1.6641113838336568,-0.09896562118624627,3.835312565012507,-1.060671288401445,0.7101534006123696,-1.0635883812209037,0.8445543051315347,-0.7010998049490197
